Startup_ID,Team_Size,Founder_Experience_Years,Startup_Age_Years,Industry,City,Funding_Goal,Funding_Raised,Funding_Success,Growth_Rate,Revenue
3831,16,15,5,FinTech,Hyderabad,380584,1460913,Yes,High,5000000
3832,6,1,1,FinTech,Pune,1852861,1359230,No,Low,500000
3833,15,11,6,EdTech,Hyderabad,1960843,27380,No,Low,500000
3834,16,10,1,CleanTech,Bangalore,1109511,1450136,Yes,High,5000000
3835,15,5,3,EdTech,Delhi,1314633,1747961,Yes,High,5000000
3836,8,6,4,HealthTech,Mumbai,1382202,1317180,No,Low,500000
3837,18,13,4,AI,Delhi,855243,28660,No,Low,500000
3838,3,8,4,AgriTech,Delhi,1499404,1414913,No,Low,500000
3839,20,6,8,AgriTech,Hyderabad,857436,221070,No,Low,500000
3840,15,3,10,FinTech,Chennai,1218415,1940583,Yes,High,5000000
3841,13,0,2,FinTech,Bangalore,1687517,1054580,No,Low,500000
3842,18,11,10,AI,Bangalore,1006886,1343545,Yes,High,5000000
3843,7,2,8,HealthTech,Pune,1482981,187195,No,Low,500000
3844,13,1,5,FinTech,Chennai,1301630,2403236,Yes,High,5000000
3845,2,11,3,CleanTech,Delhi,905940,1371948,Yes,High,5000000
3846,8,5,3,EdTech,Delhi,660929,651960,No,Low,500000
3847,12,9,1,E-Commerce,Delhi,735015,1727426,Yes,High,5000000
3848,4,11,6,AI,Mumbai,587057,1276919,Yes,High,5000000
3849,16,4,8,FinTech,Chennai,301252,631196,Yes,High,5000000
3850,3,1,9,CleanTech,Chennai,1425401,2272662,Yes,High,5000000
3851,7,15,3,EdTech,Bangalore,387312,2341003,Yes,High,5000000
3852,5,1,10,AgriTech,Delhi,1405855,2028976,Yes,High,5000000
3853,20,10,5,AgriTech,Kolkata,399769,621715,Yes,High,5000000
3854,2,14,2,EdTech,Bangalore,1887842,305003,No,Low,500000
3855,13,2,4,EdTech,Kolkata,1648387,115285,No,Low,500000
3856,13,3,9,HealthTech,Kolkata,1251231,900922,No,Low,500000
3857,8,11,3,AI,Delhi,718500,2256995,Yes,High,5000000
3858,3,10,6,CleanTech,Bangalore,1062751,2155060,Yes,High,5000000
3859,19,1,5,FinTech,Mumbai,1275988,1122663,No,Low,500000
3860,20,9,2,HealthTech,Kolkata,1497198,107799,No,Low,500000
3861,16,0,5,FinTech,Kolkata,1487046,335086,No,Low,500000
3862,16,5,5,EdTech,Mumbai,1895048,1684127,No,Low,500000
3863,19,0,7,FinTech,Kolkata,631611,1893375,Yes,High,5000000
3864,15,11,3,CleanTech,Chennai,593394,282357,No,Low,500000
3865,2,9,10,AI,Delhi,1349644,1558263,Yes,High,5000000
3866,5,14,4,E-Commerce,Kolkata,620531,464171,No,Low,500000
3867,19,0,8,CleanTech,Chennai,916025,839102,No,Low,500000
3868,10,1,10,HealthTech,Chennai,855215,377845,No,Low,500000
3869,4,3,2,HealthTech,Mumbai,679183,151355,No,Low,500000
3870,17,15,5,AgriTech,Pune,1743500,1873077,Yes,High,5000000
3871,10,2,4,AI,Chennai,1455624,339349,No,Low,500000
3872,19,1,1,EdTech,Pune,1222793,1542113,Yes,High,5000000
3873,17,13,2,HealthTech,Mumbai,358263,1601379,Yes,High,5000000
3874,17,10,3,AI,Bangalore,576493,230029,No,Low,500000
3875,3,8,9,AI,Pune,1175226,553829,No,Low,500000
3876,18,11,9,E-Commerce,Kolkata,1718595,2027552,Yes,High,5000000
3877,15,6,1,E-Commerce,Delhi,760034,2435051,Yes,High,5000000
3878,8,10,10,AgriTech,Hyderabad,244075,1184383,Yes,High,5000000
3879,18,10,4,AgriTech,Chennai,704280,720223,Yes,High,5000000
3880,17,7,10,EdTech,Hyderabad,1932923,104900,No,Low,500000
3881,7,4,9,AI,Kolkata,1641487,2370275,Yes,High,5000000
3882,9,1,4,E-Commerce,Hyderabad,803210,2461775,Yes,High,5000000
3883,7,14,2,E-Commerce,Chennai,733657,965357,Yes,High,5000000
3884,6,11,2,CleanTech,Mumbai,769218,1025326,Yes,High,5000000
3885,4,11,4,CleanTech,Kolkata,1694681,1777557,Yes,High,5000000
3886,14,10,1,E-Commerce,Pune,503069,2354627,Yes,High,5000000
3887,13,13,10,CleanTech,Bangalore,1201922,823951,No,Low,500000
3888,17,0,7,AI,Hyderabad,1611153,27841,No,Low,500000
3889,2,0,1,EdTech,Bangalore,378120,1551018,Yes,High,5000000
3890,10,9,2,E-Commerce,Hyderabad,146224,2418913,Yes,High,5000000
3891,14,9,5,E-Commerce,Hyderabad,1766708,1846070,Yes,High,5000000
3892,9,5,1,E-Commerce,Mumbai,372445,925813,Yes,High,5000000
3893,17,3,3,CleanTech,Hyderabad,1058348,1116880,Yes,High,5000000
3894,6,11,5,E-Commerce,Pune,1752903,56714,No,Low,500000
3895,14,15,3,AI,Bangalore,1307436,827576,No,Low,500000
3896,6,0,1,HealthTech,Pune,1322648,1394893,Yes,High,5000000
3897,14,8,6,AI,Hyderabad,725521,439167,No,Low,500000
3898,14,14,2,AI,Kolkata,221953,581688,Yes,High,5000000
3899,16,3,4,AgriTech,Mumbai,668013,2484410,Yes,High,5000000
3900,12,4,5,HealthTech,Pune,1630413,397649,No,Low,500000
3901,9,2,1,FinTech,Hyderabad,595272,30888,No,Low,500000
3902,19,14,8,EdTech,Mumbai,222000,1386658,Yes,High,5000000
3903,3,8,6,AI,Chennai,82619,610253,Yes,High,5000000
3904,17,1,3,AI,Kolkata,487848,1028227,Yes,High,5000000
3905,11,5,9,EdTech,Kolkata,391530,635940,Yes,High,5000000
3906,10,5,7,FinTech,Hyderabad,1891259,226062,No,Low,500000
3907,6,11,10,EdTech,Pune,363818,1823304,Yes,High,5000000
3908,15,11,8,FinTech,Pune,139209,2122599,Yes,High,5000000
3909,11,6,1,CleanTech,Hyderabad,1567775,1407208,No,Low,500000
3910,10,4,2,EdTech,Mumbai,250167,98051,No,Low,500000
3911,4,3,1,AgriTech,Kolkata,1025961,2102376,Yes,High,5000000
3912,5,9,6,HealthTech,Mumbai,1010587,1912838,Yes,High,5000000
3913,10,13,7,AI,Pune,1453869,2274318,Yes,High,5000000
3914,9,5,2,AI,Hyderabad,1433333,1529812,Yes,High,5000000
3915,9,7,3,HealthTech,Pune,995226,1022340,Yes,High,5000000
3916,14,1,10,CleanTech,Kolkata,109730,1361017,Yes,High,5000000
3917,10,5,7,AI,Chennai,1954323,1377522,No,Low,500000
3918,15,14,3,E-Commerce,Chennai,1852135,400827,No,Low,500000
3919,19,4,5,HealthTech,Pune,1681235,908866,No,Low,500000
3920,11,10,3,EdTech,Pune,955084,2289062,Yes,High,5000000
3921,6,10,7,FinTech,Chennai,1814814,173177,No,Low,500000
3922,16,0,3,CleanTech,Mumbai,532768,1244221,Yes,High,5000000
3923,8,6,8,CleanTech,Kolkata,591829,1683156,Yes,High,5000000
3924,17,10,9,AgriTech,Delhi,795238,1687029,Yes,High,5000000
3925,9,14,5,HealthTech,Bangalore,772831,2267378,Yes,High,5000000
3926,19,7,5,FinTech,Mumbai,1513730,1313357,No,Low,500000
3927,9,14,4,E-Commerce,Bangalore,1650930,767931,No,Low,500000
3928,14,0,6,EdTech,Hyderabad,909721,869611,No,Low,500000
3929,13,8,8,FinTech,Kolkata,501047,720643,Yes,High,5000000
3930,20,13,2,EdTech,Pune,1410924,2260835,Yes,High,5000000
3931,9,1,6,AI,Hyderabad,295012,299727,Yes,High,5000000
3932,11,11,2,FinTech,Chennai,1894318,681817,No,Low,500000
3933,9,8,3,E-Commerce,Hyderabad,1625429,45764,No,Low,500000
3934,17,7,3,FinTech,Chennai,1948376,1502072,No,Low,500000
3935,16,6,4,AI,Kolkata,372347,1658867,Yes,High,5000000
3936,11,9,7,AI,Kolkata,1303278,630078,No,Low,500000
3937,9,14,8,AgriTech,Bangalore,1566321,1679963,Yes,High,5000000
3938,19,13,3,E-Commerce,Kolkata,1268519,2200776,Yes,High,5000000
3939,13,8,8,CleanTech,Kolkata,1283339,1956019,Yes,High,5000000
3940,5,5,10,FinTech,Delhi,1392946,1688711,Yes,High,5000000
3941,5,11,2,AI,Mumbai,793501,1987644,Yes,High,5000000
3942,13,10,2,AgriTech,Delhi,1156285,1834716,Yes,High,5000000
3943,8,11,7,CleanTech,Bangalore,1855507,922723,No,Low,500000
3944,20,11,6,AI,Delhi,1122135,45688,No,Low,500000
3945,19,7,5,AgriTech,Pune,544294,1952477,Yes,High,5000000
3946,5,13,7,AI,Chennai,165796,2089328,Yes,High,5000000
3947,10,0,7,E-Commerce,Pune,1805410,1377245,No,Low,500000
3948,4,0,3,HealthTech,Delhi,766449,692292,No,Low,500000
3949,7,3,9,FinTech,Delhi,443694,137010,No,Low,500000
3950,20,6,2,HealthTech,Delhi,483960,2252578,Yes,High,5000000
3951,16,0,6,CleanTech,Delhi,1454992,1614017,Yes,High,5000000
3952,11,11,8,FinTech,Pune,985046,250493,No,Low,500000
3953,2,4,9,AgriTech,Pune,605238,1587521,Yes,High,5000000
3954,16,1,10,EdTech,Bangalore,1930406,2344595,Yes,High,5000000
3955,2,8,6,E-Commerce,Mumbai,417645,2126626,Yes,High,5000000
3956,14,6,1,AgriTech,Bangalore,1264522,2099406,Yes,High,5000000
3957,18,4,1,CleanTech,Chennai,500917,1588488,Yes,High,5000000
3958,15,13,8,EdTech,Chennai,1874567,628878,No,Low,500000
3959,5,1,9,HealthTech,Kolkata,970862,84856,No,Low,500000
3960,16,10,10,HealthTech,Kolkata,1268140,150095,No,Low,500000
3961,5,2,6,EdTech,Kolkata,1464048,2263774,Yes,High,5000000
3962,16,9,10,FinTech,Chennai,293810,1099013,Yes,High,5000000
3963,7,2,1,CleanTech,Mumbai,733543,2226380,Yes,High,5000000
3964,6,1,9,EdTech,Mumbai,1472756,2149153,Yes,High,5000000
3965,13,8,9,CleanTech,Mumbai,1290831,1081895,No,Low,500000
3966,16,14,2,EdTech,Delhi,719040,1859591,Yes,High,5000000
3967,16,5,2,HealthTech,Delhi,1407122,2447477,Yes,High,5000000
3968,7,12,7,FinTech,Delhi,1196593,1757273,Yes,High,5000000
3969,6,8,3,E-Commerce,Hyderabad,93009,573688,Yes,High,5000000
3970,11,3,6,EdTech,Delhi,718788,902037,Yes,High,5000000
3971,11,5,5,AgriTech,Chennai,1476624,698448,No,Low,500000
3972,17,0,9,CleanTech,Bangalore,246680,1831989,Yes,High,5000000
3973,19,8,6,CleanTech,Pune,830154,1744267,Yes,High,5000000
3974,9,11,5,FinTech,Kolkata,904350,1971115,Yes,High,5000000
3975,11,10,6,HealthTech,Chennai,1308178,718666,No,Low,500000
3976,6,9,1,E-Commerce,Delhi,815089,2110541,Yes,High,5000000
3977,8,11,2,FinTech,Bangalore,1807403,2083553,Yes,High,5000000
3978,6,12,6,E-Commerce,Bangalore,233054,828109,Yes,High,5000000
3979,3,6,2,AI,Delhi,1633003,203446,No,Low,500000
3980,14,12,4,AgriTech,Mumbai,1348358,2383519,Yes,High,5000000
3981,19,14,1,CleanTech,Bangalore,546735,630247,Yes,High,5000000
3982,11,6,9,FinTech,Kolkata,647185,1499983,Yes,High,5000000
3983,14,1,2,EdTech,Pune,1759019,2269840,Yes,High,5000000
3984,8,10,4,AgriTech,Kolkata,1561242,1035395,No,Low,500000
3985,2,1,4,CleanTech,Kolkata,384865,416044,Yes,High,5000000
3986,18,5,6,AgriTech,Pune,1149373,1147217,No,Low,500000
3987,19,10,3,AI,Mumbai,1054378,537060,No,Low,500000
3988,11,1,5,CleanTech,Hyderabad,262672,1742172,Yes,High,5000000
3989,17,8,2,CleanTech,Kolkata,72398,101824,Yes,High,5000000
3990,18,2,7,CleanTech,Pune,360023,2293506,Yes,High,5000000
3991,7,0,8,EdTech,Bangalore,497601,722458,Yes,High,5000000
3992,10,11,7,EdTech,Delhi,1021244,480956,No,Low,500000
3993,4,4,4,FinTech,Kolkata,1433072,390416,No,Low,500000
3994,12,8,4,FinTech,Mumbai,606085,2288514,Yes,High,5000000
3995,8,5,3,FinTech,Mumbai,852210,1665146,Yes,High,5000000
3996,14,8,2,E-Commerce,Delhi,540281,333070,No,Low,500000
3997,6,8,9,EdTech,Bangalore,1500236,827715,No,Low,500000
3998,15,14,5,CleanTech,Kolkata,1230678,799950,No,Low,500000
3999,5,10,6,CleanTech,Pune,1068324,814349,No,Low,500000
4000,20,1,1,E-Commerce,Kolkata,1672510,588893,No,Low,500000
4001,11,15,6,AgriTech,Kolkata,594873,1327863,Yes,High,5000000
4002,17,14,9,FinTech,Delhi,824789,1221666,Yes,High,5000000
4003,20,3,10,AI,Chennai,1924720,2165006,Yes,High,5000000
4004,10,10,9,FinTech,Delhi,257197,1264562,Yes,High,5000000
4005,10,10,10,CleanTech,Kolkata,818538,1079158,Yes,High,5000000
4006,14,14,3,AgriTech,Mumbai,1538864,1004379,No,Low,500000
4007,15,3,4,CleanTech,Mumbai,745285,828334,Yes,High,5000000
4008,13,10,8,EdTech,Kolkata,1811955,153868,No,Low,500000
4009,18,2,6,AI,Bangalore,872029,224921,No,Low,500000
4010,6,3,2,CleanTech,Delhi,372380,1776783,Yes,High,5000000
4011,5,8,7,FinTech,Delhi,1769396,1396471,No,Low,500000
4012,8,11,1,E-Commerce,Pune,498163,1167200,Yes,High,5000000
4013,10,3,7,CleanTech,Hyderabad,1581746,1343248,No,Low,500000
4014,11,4,4,AI,Kolkata,1278740,2274572,Yes,High,5000000
4015,6,1,1,AgriTech,Mumbai,1248612,1802134,Yes,High,5000000
4016,17,7,2,FinTech,Delhi,182921,2175905,Yes,High,5000000
4017,19,5,9,FinTech,Kolkata,1817078,475960,No,Low,500000
4018,6,14,9,AgriTech,Pune,584282,2008810,Yes,High,5000000
4019,11,2,7,EdTech,Hyderabad,972333,1903141,Yes,High,5000000
4020,6,10,1,AgriTech,Bangalore,1417103,82195,No,Low,500000
4021,20,5,5,FinTech,Chennai,1968569,268573,No,Low,500000
4022,9,6,1,E-Commerce,Pune,802212,1261673,Yes,High,5000000
4023,8,3,1,AgriTech,Bangalore,1389394,1740906,Yes,High,5000000
4024,12,12,3,EdTech,Kolkata,108551,1222001,Yes,High,5000000
4025,4,14,1,AI,Kolkata,922687,2334750,Yes,High,5000000
4026,18,6,8,CleanTech,Delhi,744351,1910250,Yes,High,5000000
4027,11,11,8,E-Commerce,Pune,348426,2269436,Yes,High,5000000
4028,16,10,1,AI,Pune,539861,1312639,Yes,High,5000000
4029,6,4,6,EdTech,Mumbai,1771486,163019,No,Low,500000
4030,19,3,4,E-Commerce,Hyderabad,1289473,2266109,Yes,High,5000000
4031,20,7,8,AI,Pune,366414,1469285,Yes,High,5000000
4032,9,14,4,AgriTech,Mumbai,384093,2176464,Yes,High,5000000
4033,7,6,1,E-Commerce,Chennai,155723,2258609,Yes,High,5000000
4034,12,14,6,EdTech,Bangalore,1587484,2078275,Yes,High,5000000
4035,16,3,10,E-Commerce,Pune,1726946,1128318,No,Low,500000
4036,4,1,1,AI,Bangalore,1389554,992346,No,Low,500000
4037,12,12,3,HealthTech,Mumbai,1864343,593041,No,Low,500000
4038,6,5,1,EdTech,Hyderabad,106357,74467,No,Low,500000
4039,17,8,2,EdTech,Delhi,1527827,1788643,Yes,High,5000000
4040,3,5,2,CleanTech,Chennai,1981253,2050590,Yes,High,5000000
4041,11,13,10,EdTech,Hyderabad,1075575,1578555,Yes,High,5000000
4042,17,0,7,E-Commerce,Chennai,1620213,279830,No,Low,500000
4043,16,13,2,AI,Chennai,551692,2357044,Yes,High,5000000
4044,16,4,6,E-Commerce,Pune,408019,1300108,Yes,High,5000000
4045,10,0,6,EdTech,Pune,132739,1379672,Yes,High,5000000
4046,15,7,8,EdTech,Chennai,283446,2485955,Yes,High,5000000
4047,8,10,8,AgriTech,Bangalore,1400989,417055,No,Low,500000
4048,2,7,6,FinTech,Hyderabad,1650074,2173049,Yes,High,5000000
4049,13,14,5,EdTech,Kolkata,1197225,1297617,Yes,High,5000000
4050,19,15,6,AgriTech,Pune,1217462,1806755,Yes,High,5000000
4051,3,7,5,CleanTech,Mumbai,1780021,837840,No,Low,500000
4052,14,5,2,CleanTech,Hyderabad,1207154,1423029,Yes,High,5000000
4053,5,6,8,FinTech,Kolkata,1713871,1755614,Yes,High,5000000
4054,8,10,5,CleanTech,Bangalore,403131,334953,No,Low,500000
4055,9,5,4,EdTech,Pune,529550,2359242,Yes,High,5000000
4056,11,10,1,HealthTech,Chennai,1743803,862082,No,Low,500000
4057,17,1,8,AI,Bangalore,804255,1357373,Yes,High,5000000
4058,15,13,8,FinTech,Chennai,172966,1946726,Yes,High,5000000
4059,9,7,1,AgriTech,Kolkata,1518764,282199,No,Low,500000
4060,15,7,2,HealthTech,Delhi,888809,1377501,Yes,High,5000000
4061,14,5,2,HealthTech,Chennai,1513582,2164627,Yes,High,5000000
4062,3,3,6,EdTech,Hyderabad,1652331,2477174,Yes,High,5000000
4063,9,3,8,E-Commerce,Kolkata,1321692,1842301,Yes,High,5000000
4064,11,7,6,EdTech,Mumbai,1869615,1493102,No,Low,500000
4065,6,6,10,FinTech,Bangalore,1517131,2404953,Yes,High,5000000
4066,16,14,8,EdTech,Mumbai,391445,839955,Yes,High,5000000
4067,18,12,4,CleanTech,Chennai,1349882,1202003,No,Low,500000
4068,16,9,2,AgriTech,Chennai,1045771,2177786,Yes,High,5000000
4069,14,6,5,CleanTech,Kolkata,1141078,2149081,Yes,High,5000000
4070,14,3,2,AgriTech,Kolkata,1237231,1891418,Yes,High,5000000
4071,2,15,4,AgriTech,Pune,1338036,2417537,Yes,High,5000000
4072,8,1,8,AgriTech,Mumbai,1700576,1082879,No,Low,500000
4073,11,14,9,FinTech,Mumbai,1959515,924313,No,Low,500000
4074,2,1,2,HealthTech,Kolkata,1383777,465120,No,Low,500000
4075,10,9,6,CleanTech,Hyderabad,1738891,2209926,Yes,High,5000000
4076,7,4,2,HealthTech,Chennai,1054345,761886,No,Low,500000
4077,13,7,7,FinTech,Pune,1831253,937519,No,Low,500000
4078,20,11,1,HealthTech,Delhi,577417,1599755,Yes,High,5000000
4079,4,1,9,EdTech,Mumbai,1997154,889971,No,Low,500000
4080,17,13,4,EdTech,Kolkata,662010,342189,No,Low,500000
4081,5,14,9,EdTech,Chennai,1443759,661432,No,Low,500000
4082,19,12,1,AI,Mumbai,694866,359059,No,Low,500000
4083,12,3,1,AgriTech,Bangalore,175821,448895,Yes,High,5000000
4084,11,12,6,EdTech,Pune,1492786,2404836,Yes,High,5000000
4085,10,11,7,CleanTech,Mumbai,214156,1023879,Yes,High,5000000
4086,20,15,5,EdTech,Delhi,1097158,859672,No,Low,500000
4087,12,14,10,E-Commerce,Hyderabad,254270,2181516,Yes,High,5000000
4088,16,8,8,HealthTech,Delhi,1068719,2247305,Yes,High,5000000
4089,14,7,3,HealthTech,Kolkata,1274596,2450362,Yes,High,5000000
4090,7,2,5,E-Commerce,Kolkata,632262,1658145,Yes,High,5000000
4091,16,5,5,AI,Delhi,598813,887982,Yes,High,5000000
4092,15,9,7,AgriTech,Bangalore,1181452,1192861,Yes,High,5000000
4093,9,5,10,HealthTech,Pune,587988,167912,No,Low,500000
4094,12,10,4,E-Commerce,Pune,1248990,2319485,Yes,High,5000000
4095,7,7,2,FinTech,Bangalore,1222385,129690,No,Low,500000
4096,12,5,8,AI,Kolkata,1533338,2015294,Yes,High,5000000
4097,16,7,2,E-Commerce,Chennai,1302086,1439321,Yes,High,5000000
4098,5,15,10,AI,Mumbai,1926986,1495612,No,Low,500000
4099,11,14,5,AI,Pune,969641,508088,No,Low,500000
4100,4,0,6,AgriTech,Bangalore,917176,271104,No,Low,500000
4101,7,7,7,AI,Bangalore,249095,177024,No,Low,500000
4102,20,5,9,AI,Chennai,1382182,1839496,Yes,High,5000000
4103,4,6,1,CleanTech,Mumbai,1777837,1491850,No,Low,500000
4104,4,3,8,E-Commerce,Chennai,1241195,2451367,Yes,High,5000000
4105,19,10,2,E-Commerce,Mumbai,871288,2034656,Yes,High,5000000
4106,18,4,10,E-Commerce,Mumbai,561126,1854179,Yes,High,5000000
4107,20,10,9,EdTech,Chennai,1341157,1390299,Yes,High,5000000
4108,13,5,1,E-Commerce,Pune,460729,1194564,Yes,High,5000000
4109,13,2,3,AI,Hyderabad,834313,2201348,Yes,High,5000000
4110,3,7,7,EdTech,Delhi,569036,1254415,Yes,High,5000000
4111,8,10,10,CleanTech,Delhi,527148,1861718,Yes,High,5000000
4112,8,0,2,HealthTech,Mumbai,753132,742547,No,Low,500000
4113,5,0,10,E-Commerce,Hyderabad,109080,1128407,Yes,High,5000000
4114,17,12,4,CleanTech,Chennai,830676,1267858,Yes,High,5000000
4115,7,14,2,E-Commerce,Kolkata,1768042,140732,No,Low,500000
4116,2,4,5,EdTech,Mumbai,1854017,1762908,No,Low,500000
4117,9,13,6,EdTech,Hyderabad,1421822,1830911,Yes,High,5000000
4118,12,8,8,E-Commerce,Pune,806112,1811260,Yes,High,5000000
4119,9,4,2,HealthTech,Delhi,1042655,2399942,Yes,High,5000000
4120,9,2,4,HealthTech,Bangalore,272420,913862,Yes,High,5000000
4121,3,6,4,CleanTech,Bangalore,1643464,1983831,Yes,High,5000000
4122,9,11,6,FinTech,Chennai,607546,2385066,Yes,High,5000000
4123,11,0,2,CleanTech,Kolkata,102841,386319,Yes,High,5000000
4124,3,0,10,AgriTech,Chennai,349024,166322,No,Low,500000
4125,11,11,7,EdTech,Mumbai,1077818,746648,No,Low,500000
4126,4,11,6,AI,Chennai,660892,1165282,Yes,High,5000000
4127,7,12,6,HealthTech,Bangalore,637066,409241,No,Low,500000
4128,4,11,1,HealthTech,Bangalore,1454768,1418119,No,Low,500000
4129,10,11,4,AI,Bangalore,1598871,2094573,Yes,High,5000000
4130,16,7,10,FinTech,Kolkata,1424390,1649371,Yes,High,5000000
4131,3,15,1,FinTech,Hyderabad,53353,1949278,Yes,High,5000000
4132,18,13,2,EdTech,Bangalore,1313920,221089,No,Low,500000
4133,17,14,5,CleanTech,Delhi,1633099,954860,No,Low,500000
4134,2,15,4,CleanTech,Chennai,1019053,1318251,Yes,High,5000000
4135,17,6,6,HealthTech,Pune,900003,1031977,Yes,High,5000000
4136,19,12,10,E-Commerce,Pune,510929,796886,Yes,High,5000000
4137,20,1,4,EdTech,Hyderabad,1607704,206989,No,Low,500000
4138,17,12,9,E-Commerce,Hyderabad,1198907,2408962,Yes,High,5000000
4139,6,0,9,HealthTech,Hyderabad,979330,184671,No,Low,500000
4140,9,15,9,FinTech,Delhi,1082746,2121396,Yes,High,5000000
4141,12,14,10,E-Commerce,Pune,1648311,1410803,No,Low,500000
4142,4,3,8,HealthTech,Delhi,377289,1276992,Yes,High,5000000
4143,20,7,6,HealthTech,Mumbai,684094,1589542,Yes,High,5000000
4144,14,1,7,HealthTech,Hyderabad,296799,1822211,Yes,High,5000000
4145,12,13,9,AI,Bangalore,87471,1530257,Yes,High,5000000
4146,7,10,5,HealthTech,Hyderabad,1605248,1699621,Yes,High,5000000
4147,8,4,6,AI,Mumbai,472924,47031,No,Low,500000
4148,6,0,5,AI,Delhi,1257710,24745,No,Low,500000
4149,15,2,10,HealthTech,Pune,1099537,426053,No,Low,500000
4150,18,5,4,AgriTech,Bangalore,1724604,2453821,Yes,High,5000000
4151,13,9,9,FinTech,Delhi,1153898,1244356,Yes,High,5000000
4152,2,10,2,EdTech,Chennai,1066635,2450201,Yes,High,5000000
4153,12,0,2,EdTech,Bangalore,1854663,1034226,No,Low,500000
4154,16,3,6,HealthTech,Pune,1627143,1585007,No,Low,500000
4155,13,10,5,FinTech,Hyderabad,1288792,2144747,Yes,High,5000000
4156,7,2,6,FinTech,Bangalore,1374427,995991,No,Low,500000
4157,16,1,5,FinTech,Kolkata,1517640,1160463,No,Low,500000
4158,6,1,8,AgriTech,Pune,620741,767410,Yes,High,5000000
4159,12,7,10,FinTech,Delhi,1238456,2134989,Yes,High,5000000
4160,19,7,1,CleanTech,Delhi,1195755,1970875,Yes,High,5000000
4161,6,2,6,EdTech,Delhi,616867,1304058,Yes,High,5000000
4162,2,14,10,AI,Hyderabad,1238460,1319913,Yes,High,5000000
4163,4,2,1,EdTech,Chennai,1743989,1554434,No,Low,500000
4164,6,9,9,CleanTech,Mumbai,1732686,1318708,No,Low,500000
4165,16,8,8,AgriTech,Bangalore,282630,1568506,Yes,High,5000000
4166,19,7,9,AgriTech,Kolkata,836709,1378335,Yes,High,5000000
4167,13,7,4,CleanTech,Pune,983998,869226,No,Low,500000
4168,6,10,3,EdTech,Hyderabad,1459473,1163297,No,Low,500000
4169,14,2,6,AI,Chennai,1297533,2368178,Yes,High,5000000
4170,16,5,3,AgriTech,Pune,466901,1605148,Yes,High,5000000
4171,19,14,6,AgriTech,Delhi,403131,2325435,Yes,High,5000000
4172,8,8,6,HealthTech,Chennai,997111,676680,No,Low,500000
4173,13,14,5,E-Commerce,Bangalore,1440156,2021574,Yes,High,5000000
4174,5,0,2,FinTech,Hyderabad,1510335,149034,No,Low,500000
4175,17,1,8,AgriTech,Bangalore,1449910,1153055,No,Low,500000
4176,15,7,7,HealthTech,Bangalore,531914,2193650,Yes,High,5000000
4177,19,10,9,HealthTech,Delhi,126385,319022,Yes,High,5000000
4178,8,8,4,AI,Pune,415735,1889529,Yes,High,5000000
4179,19,7,3,AgriTech,Pune,1892519,1335097,No,Low,500000
4180,18,0,7,EdTech,Mumbai,1729273,2462360,Yes,High,5000000
4181,8,12,8,EdTech,Chennai,369044,394320,Yes,High,5000000
4182,15,2,5,HealthTech,Delhi,1048918,42479,No,Low,500000
4183,11,1,3,AgriTech,Chennai,755409,418554,No,Low,500000
4184,17,11,4,HealthTech,Delhi,1147806,1966866,Yes,High,5000000
4185,2,14,4,AI,Mumbai,823273,821542,No,Low,500000
4186,20,3,3,FinTech,Pune,1191129,2231571,Yes,High,5000000
4187,7,4,2,AI,Pune,626036,838941,Yes,High,5000000
4188,17,10,10,FinTech,Kolkata,155244,1801408,Yes,High,5000000
4189,11,9,10,CleanTech,Hyderabad,317296,795191,Yes,High,5000000
4190,12,7,4,AgriTech,Mumbai,397058,54245,No,Low,500000
4191,3,8,10,HealthTech,Mumbai,954076,2254164,Yes,High,5000000
4192,14,10,5,HealthTech,Chennai,1410483,1242252,No,Low,500000
4193,3,10,7,AgriTech,Bangalore,283828,1126612,Yes,High,5000000
4194,7,13,3,E-Commerce,Kolkata,1186499,1698003,Yes,High,5000000
4195,13,10,3,EdTech,Delhi,576203,187787,No,Low,500000
4196,7,2,5,HealthTech,Chennai,1106480,504463,No,Low,500000
4197,4,8,3,AI,Delhi,537733,445334,No,Low,500000
4198,15,12,9,HealthTech,Delhi,1788606,1614176,No,Low,500000
4199,16,4,6,FinTech,Hyderabad,849892,786743,No,Low,500000
4200,10,8,10,E-Commerce,Hyderabad,1429848,1818641,Yes,High,5000000
4201,6,13,6,FinTech,Chennai,217131,2266314,Yes,High,5000000
4202,2,4,5,HealthTech,Delhi,628315,1328957,Yes,High,5000000
4203,13,13,8,FinTech,Pune,175562,1559376,Yes,High,5000000
4204,10,0,4,FinTech,Kolkata,1050413,2442723,Yes,High,5000000
4205,11,0,5,HealthTech,Hyderabad,1627460,1228820,No,Low,500000
4206,17,6,3,CleanTech,Mumbai,784191,33500,No,Low,500000
4207,4,9,4,CleanTech,Hyderabad,1554001,450655,No,Low,500000
4208,17,1,5,EdTech,Chennai,1720229,41112,No,Low,500000
4209,19,15,5,AI,Mumbai,66342,258294,Yes,High,5000000
4210,15,11,3,FinTech,Mumbai,888711,2305230,Yes,High,5000000
4211,5,12,9,FinTech,Pune,333254,210709,No,Low,500000
4212,5,15,8,AI,Chennai,240721,1152836,Yes,High,5000000
4213,12,15,10,E-Commerce,Hyderabad,1459487,1771162,Yes,High,5000000
